"Rationale","Fbar (2018)","Catch (2018)","SSB (2018)","TSB (2018)","Fbar (2019)","Catch (2019)","SSB (2019)","TSB (2019)","SSB (2020)","TSB (2020)"
Fmult(2017) = 0.940,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.42958546840892,706818.617914881,2038294.19191085,2658309.15551512,1968913.75770956,2553147.17157465
Fmult(2017) = 0.950,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.434155526583483,713009.011602049,2037055.93019282,2658309.15551512,1962270.5051452,2547867.36229899
Fmult(2017) = 0.960,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.438725584758046,719175.351992248,2035818.61865932,2658309.15551512,1955640.46022314,2542608.4354713
Fmult(2017) = 0.970,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.443295642932609,725317.747914961,2034582.25653074,2658309.15551512,1949023.71452436,2537370.29514129
Fmult(2017) = 0.980,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.447865701107172,731436.307683394,2033346.84302809,2658309.15551512,1942420.35836533,2532152.84581868
Fmult(2017) = 0.990,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.452435759281735,737531.139096972,2032112.37737307,2658309.15551512,1935830.48080126,2526955.99247092
Fmult(2017) = 1.000,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.457005817456298,743602.349443842,2030878.85878801,2658309.15551512,1929254.16962943,2521779.64052097
Fmult(2017) = 1.010,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.461575875630861,749650.045503356,2029646.28649592,2658309.15551512,1922691.51139261,2516623.69584506
Fmult(2017) = 1.020,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.466145933805424,755674.333548537,2028414.65972043,2658309.15551512,1916142.59138259,2511488.06477049
Fmult(2017) = 1.030,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.470715991979987,761675.319348544,2027183.97768585,2658309.15551512,1909607.49364371,2506372.65407339
Fmult(2017) = 1.040,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.47528605015455,767653.108171114,2025954.23961715,2658309.15551512,1903086.30097659,2501277.37097656
Fmult(2017) = 1.050,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.479856108329113,773607.804784999,2024725.44473992,2658309.15551512,1896579.09494182,2496202.12314727
Fmult(2017) = 1.060,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.484426166503676,779539.51346239,2023497.59228043,2658309.15551512,1890085.95586381,2491146.81869509
Fmult(2017) = 1.070,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.488996224678239,785448.337981323,2022270.68146559,2658309.15551512,1883606.96283467,2486111.36616971
Fmult(2017) = 1.080,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.493566282852802,791334.381628081,2021044.71152296,2658309.15551512,1877142.1937182,2481095.67455881
Fmult(2017) = 1.090,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.498136341027365,797197.747199582,2019819.68168076,2658309.15551512,1870691.72515395,2476099.65328591
Fmult(2017) = 1.100,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.502706399201928,803038.537005752,2018595.59116786,2658309.15551512,1864255.63256133,2471123.21220823
Fmult(2017) = 1.110,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.507276457376491,808856.852871889,2017372.43921375,2658309.15551512,1857833.99014381,2466166.26161458
Fmult(2017) = 1.120,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.511846515551054,814652.796141015,2016150.22504861,2658309.15551512,1851426.8708932,2461228.71222325
Fmult(2017) = 1.130,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.516416573725617,820426.467676214,2014928.94790324,2658309.15551512,1845034.346594,2456310.47517991
Fmult(2017) = 1.140,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.52098663190018,826177.967862968,2013708.6070091,2658309.15551512,1838656.48782777,2451411.46205551
Fmult(2017) = 1.150,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.525556690074743,831907.396611463,2012489.2015983,2658309.15551512,1832293.36397771,2446531.58484421
Fmult(2017) = 1.160,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.530126748249306,837614.853358904,2011270.73090358,2658309.15551512,1825945.0432331,2441670.75596132
Fmult(2017) = 1.170,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.534696806423868,843300.437071807,2010053.19415834,2658309.15551512,1819611.59259399,2436828.88824122
Fmult(2017) = 1.180,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.539266864598431,848964.246248278,2008836.59059662,2658309.15551512,1813293.07787589,2432005.89493533
Fmult(2017) = 1.190,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.543836922772994,854606.378920291,2007620.91945311,2658309.15551512,1806989.56371448,2427201.68971007
Fmult(2017) = 1.200,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.548406980947557,860226.932655943,2006406.17996314,2658309.15551512,1800701.11357045,2422416.18664482
Fmult(2017) = 1.210,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.55297703912212,865826.004561709,2005192.37136268,2658309.15551512,1794427.78973441,2417649.30022992
Fmult(2017) = 1.220,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.557547097296683,871403.691284675,2003979.49288835,2658309.15551512,1788169.65333178,2412900.94536464
Fmult(2017) = 1.230,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.562117155471246,876960.089014768,2002767.54377741,2658309.15551512,1781926.76432784,2408171.03735521
Fmult(2017) = 1.240,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.566687213645809,882495.293486975,2001556.52326777,2658309.15551512,1775699.18153278,2403459.4919128
Fmult(2017) = 1.250,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.571257271820372,888009.399983542,2000346.43059796,2658309.15551512,1769486.9626068,2398766.22515157
Fmult(2017) = 1.260,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.575827329994935,893502.503336175,1999137.26500716,2658309.15551512,1763290.16406536,2394091.1535867
Fmult(2017) = 1.270,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.580397388169498,898974.697928219,1997929.02573522,2658309.15551512,1757108.84128437,2389434.1941324
Fmult(2017) = 1.280,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.584967446344061,904426.077696836,1996721.71202258,2658309.15551512,1750943.04850549,2384795.26409999
Fmult(2017) = 1.290,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.589537504518624,909856.736135161,1995515.32311035,2658309.15551512,1744792.83884153,2380174.28119597
Fmult(2017) = 1.300,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.594107562693187,915266.766294459,1994309.85824028,2658309.15551512,1738658.2642818,2375571.16352005
Fmult(2017) = 1.310,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.59867762086775,920656.260786265,1993105.31665475,2658309.15551512,1732539.37569762,2370985.82956327
Fmult(2017) = 1.320,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.603247679042313,926025.311784511,1991901.69759677,2658309.15551512,1726436.22284783,2366418.19820607
Fmult(2017) = 1.330,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.607817737216876,931374.011027651,1990699.00031001,2658309.15551512,1720348.85438433,2361868.18871639
Fmult(2017) = 1.340,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.612387795391439,936702.449820767,1989497.22403874,2658309.15551512,1714277.31785774,2357335.72074779
Fmult(2017) = 1.350,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.616957853566002,942010.71903767,1988296.36802791,2658309.15551512,1708221.65972305,2352820.71433754
Fmult(2017) = 1.360,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.621527911740565,947298.909122989,1987096.43152307,2658309.15551512,1702181.92534532,2348323.08990479
Fmult(2017) = 1.370,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.626097969915128,952567.110094248,1985897.41377043,2658309.15551512,1696158.15900549,2343842.76824866
Fmult(2017) = 1.380,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.630668028089691,957815.411543934,1984699.31401681,2658309.15551512,1690150.40390615,2339379.67054642
Fmult(2017) = 1.390,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.635238086264254,963043.902641559,1983502.13150969,2658309.15551512,1684158.70217742,2334933.71835164
Fmult(2017) = 1.400,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.639808144438817,968252.672135705,1982305.86549716,2658309.15551512,1678183.09488287,2330504.83359232
Fmult(2017) = 1.410,0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.64437820261338,973441.808356059,1981110.51522795,2658309.15551512,1672223.62202542,2326092.93856912
