"Rationale","Fbar (2018)","Catch (2018)","SSB (2018)","TSB (2018)","Fbar (2019)","Catch (2019)","SSB (2019)","TSB (2019)","SSB (2020)","TSB (2020)"
"MSY AR",0.457005817456298,1000558.99491934,2345982.31728889,2968999.19737491,0.172375026215578,315977.753934555,2109541.98750523,2658309.15551512,2328257.2220765,2887196.62046179
