"Rationale","Fbar (2018)","Catch (2018)","SSB (2018)","TSB (2018)","Fbar (2019)","Catch (2019)","SSB (2019)","TSB (2019)","SSB (2020)","TSB (2020)"
Fmult(2017) = 0.120,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0342965059795059,122600.287669582,4121863.17105272,4835755.90416082,4518448.10291625,5183933.76373109
Fmult(2017) = 0.130,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0371545481444647,132649.817253299,4120302.56575141,4835755.90416082,4509905.21126996,5175383.31164372
Fmult(2017) = 0.140,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0400125903094235,142673.970375219,4118742.68918299,4835755.90416082,4501348.87780305,5166854.98866063
Fmult(2017) = 0.150,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0428706324743823,152672.819211246,4117183.54097988,4835755.90416082,4492779.29512439,5158348.73090243
Fmult(2017) = 0.160,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0457286746393412,162646.435722101,4115625.12077473,4835755.90416082,4484196.6555986,5149864.47468197
Fmult(2017) = 0.170,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0485867168043,172594.891653984,4114067.42820035,4835755.90416082,4475601.15133921,5141402.15650374
Fmult(2017) = 0.180,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0514447589692588,182518.258539226,4112510.46288975,4835755.90416082,4466992.97420182,5132961.71306329
Fmult(2017) = 0.190,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0543028011342176,192416.607696946,4110954.22447614,4835755.90416082,4458372.31577743,5124543.08124666
Fmult(2017) = 0.200,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0571608432991765,202290.010233694,4109398.71259292,4835755.90416082,4449739.36738567,5116146.19812974
Fmult(2017) = 0.210,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0600188854641353,212138.537044109,4107843.92687367,4835755.90416082,4441094.32006812,5107771.00097776
Fmult(2017) = 0.220,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0628769276290941,221962.258811561,4106289.86695217,4835755.90416082,4432437.3645817,5099417.42724464
Fmult(2017) = 0.230,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0657349697940529,231761.246008797,4104736.53246239,4835755.90416082,4423768.69139202,5091085.41457247
Fmult(2017) = 0.240,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0685930119590117,241535.568898581,4103183.92303849,4835755.90416082,4415088.49066688,5082774.90079087
Fmult(2017) = 0.250,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0714510541239706,251285.297534343,4101632.03831483,4835755.90416082,4406396.95226967,5074485.82391649
Fmult(2017) = 0.260,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0743090962889294,261010.501760808,4100080.87792595,4835755.90416082,4397694.26575295,5066218.12215235
Fmult(2017) = 0.270,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0771671384538882,270711.251214641,4098530.44150658,4835755.90416082,4388980.62035193,5057971.73388733
Fmult(2017) = 0.280,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.080025180618847,280387.615325078,4096980.72869166,4835755.90416082,4380256.20497814,5049746.59769558
Fmult(2017) = 0.290,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0828832227838058,290039.663314558,4095431.73911629,4835755.90416082,4371521.20821298,5041542.65233594
Fmult(2017) = 0.300,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0857412649487646,299667.464199358,4093883.47241579,4835755.90416082,4362775.81830144,5033359.8367514
Fmult(2017) = 0.310,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0885993071137235,309271.08679022,4092335.92822565,4835755.90416082,4354020.22314581,5025198.0900685
Fmult(2017) = 0.320,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0914573492786823,318850.599692977,4090789.10618155,4835755.90416082,4345254.61029938,5017057.35159678
Fmult(2017) = 0.330,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0943153914436411,328406.071309181,4089243.00591939,4835755.90416082,4336479.16696029,5008937.56082824
Fmult(2017) = 0.340,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.0971734336085999,337937.569836725,4087697.62707522,4835755.90416082,4327694.07996534,5000838.65743675
Fmult(2017) = 0.350,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.100031475773559,347445.163270462,4086152.96928531,4835755.90416082,4318899.53578382,4992760.5812775
Fmult(2017) = 0.360,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.102889517938518,356928.91940283,4084609.0321861,4835755.90416082,4310095.7205115,4984703.27238644
Fmult(2017) = 0.370,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.105747560103476,366388.905824463,4083065.81541423,4835755.90416082,4301282.81986452,4976666.67097974
Fmult(2017) = 0.380,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.108605602268435,375825.189924812,4081523.31860653,4835755.90416082,4292461.0191734,4968650.71745323
Fmult(2017) = 0.390,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.111463644433394,385237.838892757,4079981.54140002,4835755.90416082,4283630.5033771,4960655.35238185
Fmult(2017) = 0.400,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.114321686598353,394626.919717217,4078440.48343191,4835755.90416082,4274791.45701709,4952680.51651906
Fmult(2017) = 0.410,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.117179728763312,403992.499187761,4076900.14433959,4835755.90416082,4265944.06423145,4944726.15079636
Fmult(2017) = 0.420,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.120037770928271,413334.643895218,4075360.52376065,4835755.90416082,4257088.50874906,4936792.19632271
Fmult(2017) = 0.430,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.122895813093229,422653.420232282,4073821.62133287,4835755.90416082,4248224.97388379,4928878.59438398
Fmult(2017) = 0.440,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.125753855258188,431948.894394114,4072283.43669421,4835755.90416082,4239353.64252877,4920985.2864424
Fmult(2017) = 0.450,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.128611897423147,441221.132378947,4070745.96948282,4835755.90416082,4230474.69715066,4913112.21413604
Fmult(2017) = 0.460,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.131469939588106,450470.199988687,4069209.21933705,4835755.90416082,4221588.31978401,4905259.31927827
Fmult(2017) = 0.470,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.134327981753065,459696.162829509,4067673.18589544,4835755.90416082,4212694.69202561,4897426.54385721
Fmult(2017) = 0.480,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.137186023918023,468899.086312455,4066137.8687967,4835755.90416082,4203793.99502894,4889613.83003518
Fmult(2017) = 0.490,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.140044066082982,478079.035654033,4064603.26767973,4835755.90416082,4194886.40949862,4881821.1201482
Fmult(2017) = 0.500,0.285804216495882,1000558.99801704,4171154.1252277,5122720.87023111,0.142902108247941,487236.075876802,4063069.38218365,4835755.90416082,4185972.11568495,4874048.35670544
