"Rationale","Fbar (2018)","Catch (2018)","SSB (2018)","TSB (2018)","Fbar (2019)","Catch (2019)","SSB (2019)","TSB (2019)","SSB (2020)","TSB (2020)"
Fmult(2017) = 0.740,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.211032184400955,705239.049790278,4158166.46049419,5019115.76239567,4136176.74567266,4880441.52689351
Fmult(2017) = 0.750,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.213883970676644,713912.58347393,4156643.63669146,5019115.76239567,4127047.87493469,4873087.16386865
Fmult(2017) = 0.760,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.216735756952332,722564.873695245,4155121.51720133,5019115.76239567,4117916.13415234,4865751.27738008
Fmult(2017) = 0.770,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.219587543228021,731195.980141265,4153600.10167,5019115.76239567,4108781.69049013,4858433.81469527
Fmult(2017) = 0.780,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.22243932950371,739805.962322323,4152079.38974386,5019115.76239567,4099644.71053406,4851134.72323935
Fmult(2017) = 0.790,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.225291115779398,748394.879572575,4150559.38106948,5019115.76239567,4090505.36028745,4843853.95059464
Fmult(2017) = 0.800,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.228142902055087,756962.791050542,4149040.0752936,5019115.76239567,4081363.80516685,4836591.44450019
Fmult(2017) = 0.810,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.230994688330775,765509.755739637,4147521.47206316,5019115.76239567,4072220.20999791,4829347.15285126
Fmult(2017) = 0.820,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.233846474606464,774035.8324487,4146003.57102528,5019115.76239567,4063074.73901136,4822121.02369888
Fmult(2017) = 0.830,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.236698260882153,782541.079812531,4144486.37182726,5019115.76239567,4053927.55583902,4814913.00524935
Fmult(2017) = 0.840,0.285178627568859,1000558.99771495,4178339.57482984,5192743.29560691,0.239550047157841,791025.556292413,4142969.87411659,5019115.76239567,4044778.82350987,4807723.04586376
